0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.418370648086159758e+00,-2.363951083347887838e+00,-2.418370628713504278e+00,-2.363951097513544486e+00,-2.273251840000003909e+00,-1.136395073421792112e+01
-1.870143994759010164e+00,-1.450240013244128434e+00,-1.870143982600306121e+00,-1.450240035675660843e+00,-7.504000000000028425e-01,-1.045023628447843045e+01
-2.363951083511033779e+00,-2.273251823701588403e+00,-2.363951068748902706e+00,-2.273251815016616995e+00,-2.122086400000004147e+00,-1.127325160192420661e+01
-2.496191501458800754e+00,-2.496710164997821835e+00,-2.496191501453997041e+00,-2.496884188715425168e+00,-9.268237249026817892e+00,-9.293218589096493787e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.496191501484412267e+00,-2.496786444314337050e+00,-2.496191501498277177e+00,-2.496592948799575939e+00,-8.133319791717756431e+00,-8.449138321921312311e+00
-2.482368061288074745e+00,-2.485345193715812862e+00,-2.482368061238481083e+00,-2.484422172022905162e+00,-9.047896926676685325e+00,-8.131020857889209807e+00
-2.273251840000003909e+00,-2.335623542762675253e+00,-2.378930648411927251e+00,-2.343762700191648118e+00,-8.048114475772067067e+00,-8.939284145699819106e+00
-2.470613438464000833e+00,-2.476695126404824698e+00,-2.483610123875127584e+00,-2.477253484880449275e+00,-1.052430513182018856e+01,-9.847728116558529976e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.451022397440002276e+00,-2.461734934928037966e+00,-2.468683288198858961e+00,-2.464163075700751104e+00,-7.720105891556760191e+00,-1.000818938443441652e+01
-2.489420831875412965e+00,-2.491022201116456891e+00,-2.489420831740535967e+00,-2.489456963904679299e+00,-8.680229149186963866e+00,-9.257832510065096443e+00
-2.470613437529925793e+00,-2.474721738764926293e+00,-2.470613437495843723e+00,-2.476498704457920308e+00,-8.450634547207357627e+00,-9.584745385332769985e+00
